Angelina Jolie Pitt,0,J.K. Simmons,180,Wayne Knight,17858
Jeremy Renner,2421445,Tom Cruise,6183603,Michael Nyqvist,0
Kamil McFadden,0,Hugh Jackman,7721947,Khamani Griffin,0
Richard Burgi,0,John Michael Higgins,5829,David Herman,6483
Tony Goldwyn,487934,Tom Cruise,6183603,Chad Lindberg,89508
Marï¿___a Valverde,0,Christian Bale,56075,Ben Mendelsohn,152
Leonard Nimoy,1087849,Chris Hemsworth,2277783,Bruce Greenwood,0
James Franco,83268,J.K. Simmons,180,Kirsten Dunst,477656
Djimon Hounsou,77708,Gerard Butler,449829,America Ferrera,150680
Elodie Yung,33936,Gerard Butler,449829,Bryan Brown,2163
Joe Morton,99152,Sam Shepard,0,Richard Roxburgh,0
Billy Crudup,1608,Matt Frewer,0,Stephen McHattie,0
Rene Russo,0,Jet Li,0,Darlene Love,529918
Regi Davis,0,Kevin Rankin,0,Celia Weston,0
Dwayne Johnson,11000710,Channing Tatum,8692279,Elodie Yung,33936
Rainn Wilson,4392485,Matthew McConaughey,2386190,Delroy Lindo,313
Ming-Na Wen,522926,Steve Buscemi,0,Jean Simmons,49831
Dominic Cooper,102059,Chris Evans,5139240,Hayley Atwell,0
Maria Grazia Cucinotta,0,Colin Salmon,0,Desmond Llewelyn,0
Lee Ingleby,11740,James D'Arcy,42477,David Threlfall,0
Kristen Stewart,35705,Robert Pattinson,0,Taylor Lautner,0
Brad Pitt,56075,Robin Williams,55828,Common,3558597
Peter Mensah,28869,Ty Burrell,0,William Hurt,0
Philip Michael Thomas,0,Don Johnson,21814,John Diehl,0
Penelope Wilton,0,Mark Rylance,0,Rafe Spall,0
Tom Hardy,28551,Leonardo DiCaprio,17149399,Lukas Haas,0
Snoop Dogg,16227195,Ryan Reynolds,4932410,Ben Schwartz,568126
Ray Winstone,2543,Johnny Depp,9107,Stephen Root,0
Annet Mahendru,18409,Benedict Cumberbatch,1291,Andy Richter,867592
Edgar Ramï¿___rez,1096813,Matt Damon,0,Albert Finney,0
Wayne Knight,17858,Angelina Jolie Pitt,0,Dan Fogler,51267
Hayley Atwell,0,Judy Greer,88514,T.I.,7308496
Josh Hutcherson,2990063,Jennifer Lawrence,13157,Sandra Ellis Lafferty,0
Kristen Stewart,35705,Robert Pattinson,0,Taylor Lautner,0
Matt Jones,33474,Jim Parsons,0,April Winchell,0
Lisa Ann Walter,13019,Tom Cruise,6183603,Rick Gonzalez,21921
Henry Rollins,260395,Will Smith,390828,Jordi Mollï¿__ï¿_ï¿_,0
Constance Marie,88732,Salma Hayek,172864,Amy Sedaris,0
Andre Braugher,1871,Angelina Jolie Pitt,0,August Diehl,0
Emma Watson,23942652,Anthony Hopkins,112668,Logan Lerman,1546353
Mackenzie Crook,0,Toby Jones,2843,Tony Curran,24277
Gary Oldman,0,Daniel Radcliffe,5726,Rupert Grint,0
Bryan Brown,2163,Essie Davis,0,Eddie Baroo,0
Zoï¿__é”‘ Kravitz,0,Will Smith,390828,Glenn Morshower,1344
D.B. Sweeney,0,Alfre Woodard,25352,Della Reese,0
Dave Legeno,0,Rupert Grint,0,Ralph Ineson,0
Rami Malek,309214,Robin Williams,55828,Steve Coogan,0
Brad Pitt,56075,J.K. Simmons,180,Will Ferrell,14081718
Fiona Shaw,0,Daniel Radcliffe,5726,Verne Troyer,125950
Jeff Bridges,160352,Ryan Reynolds,4932442,Stephanie Szostak,2497
Shin'ya Tsukamoto,0,Mark Chinnery,0,Atsuko Maeda,0
Orlando Bloom,150664,Johnny Depp,9107,Jack Davenport,0
Toby Jones,2843,Rupert Grint,0,Alfred Enoch,0
Philip Seymour Hoffman,414,Jennifer Lawrence,13157,Josh Hutcherson,2990063
Seth Gabel,33996,Tom Hanks,12743244,Jï¿___rgen Prochnow,0
Rachel Crow,312881,Miguel Ferrer,26744,Jeffrey Garcia,0
Bruce Davison,0,Hugh Jackman,7722051,Aaron Stanford,35385
Vin Diesel,42186,Paul Walker,2638590,Dwayne Johnson,11000712
Eddie Marsan,66288,Robert Downey Jr.,7884508,Paul Anderson,16503
Jason Flemyng,0,Liam Neeson,10699,Alexa Davalos,12628
Rachel Ticotin,0,Ronny Cox,0,Marshall Bell,0
Vladimir Kulich,0,Tony Curran,24277,Clive Russell,0
Scott Glenn,25120,Jeremy Renner,2421453,Stacy Keach,4602
Vivica A. Fox,506463,Michael Gough,0,John Glover,0
T.J. Thyne,0,Clint Howard,0,Molly Shannon,0
Dennis Quaid,1283,Jake Gyllenhaal,1842,Sela Ward,112505
Dougray Scott,0,Tom Cruise,6183607,Richard Roxburgh,0
Mary Elizabeth Mastrantonio,0,Karen Allen,0,Bob Gunton,0
Ioan Gruffudd,60105,Chris Evans,5139245,Andre Braugher,1871
Rafe Spall,0,Suraj Sharma,32552,Tabu,3162
Matt Long,0,Nicolas Cage,11021,Peter Fonda,22326
Riz Ahmed,115269,Matt Damon,0,Ato Essandoh,25281
Bernie Mac,0,Demi Moore,5281981,Justin Theroux,0
Charlize Theron,511244,Michael Fassbender,45302,Sean Harris,0
Brad Garrett,0,Nathan Lane,0,Melanie Griffith,134797
Sharlto Copley,12991,Matt Damon,0,Alice Braga,0
Alexa Davalos,12628,Vin Diesel,42186,Christina Cox,9125
Abbie Cornish,0,Gary Oldman,0,Jennifer Ehle,3048
Kick Gurry,0,Scott Porter,105644,Nicholas Elia,0
Domenick Lombardozzi,196129,Shelley Conn,2313,Teyonah Parris,16521
Marc Blucas,0,Tom Cruise,6183607,Jordi Mollï¿__ï¿_ï¿_,0
Tom Cruise,6183607,Morgan Freeman,27647,Zoï¿__é”‘ Bell,0
Christopher Lee,3457,Natalie Portman,0,Hayden Christensen,0
Christopher Lee,3457,Natalie Portman,0,Hayden Christensen,0
John Ratzenberger,120265,Steve Buscemi,0,James Coburn,0
Tao Okamoto,0,Hugh Jackman,7722051,Rila Fukushima,16458
Liam Neeson,10699,Natalie Portman,0,Ian McDiarmid,0
Emma Stone,79585,Ryan Reynolds,4932442,Nicolas Cage,11021
Santiago Segura,44130,Alain Delon,0,Vanessa Hessler,0
Roger Willie,0,Nicolas Cage,11021,Noah Emmerich,7246
Sam Claflin,933300,Chris Hemsworth,2277785,Charlize Theron,511244
Danny Woodburn,3067,Noel Fisher,206127,Jeremy Howard,0
Basher Savage,0,Phaldut Sharma,20894,Amy Warren,0
Grant Heslov,0,Jamie Renï¿__æ¿ e Smith,0,Tzi Ma,0
Noel Fisher,206127,Stephen Amell,1757174,Brad Garrett,0
Reg E. Cathey,0,Tim Blake Nelson,0,Tim Heidecker,498543
Rami Malek,309214,Robin Williams,55828,Steve Coogan,0
Ioan Gruffudd,60105,Dwayne Johnson,11000712,Archie Panjabi,29893
Colin Salmon,0,Vincent Schiavelli,0,Joe Don Baker,0
Adam Baldwin,254093,Heath Ledger,0,Tom Wilkinson,1966
Julia Roberts,6152,Brad Pitt,56075,Mini Anden,0
Angelina Jolie Pitt,0,Brad Pitt,56075,Stephanie March,45510
Theo James,18801,Kate Winslet,5773,Mekhi Phifer,67073
Adam Scott,1265651,Leonardo DiCaprio,17149411,Frances Conroy,0
Catherine Tate,246375,James Corden,8606572,Olly Alexander,157240
Tom Wilkinson,1966,Christoph Waltz,0,Chad L. Coleman,369056
Dirk Benedict,0,George Peppard,0,Dwight Schultz,0
Sullivan Stapleton,0,Eva Green,0,Peter Mensah,28869
Tim Gunn,287001,Mahadeo Shivraj,0,Madison McKinley,0
Roseanne Barr,337712,Steve Buscemi,0,G.W. Bailey,0
Theo James,18801,Naomi Watts,771,Zoï¿__é”‘ Kravitz,0
Torey Michael Adkins,0,Hugh Jackman,7722051,Olga Fonda,52654
Nancy O'Dell,951123,Jacob Tremblay,71963,Vanessa Matsui,3805
Temuera Morrison,0,Jason Patric,0,Lois Chiles,0
Moises Arias,385943,Harrison Ford,25306,Aramis Knight,29067
Jonathan Sadowski,35330,Bruce Willis,156698,Cyril Raffaelli,0
Orlando Bloom,150664,Christopher Lee,3457,Billy Boyd,0
Steve Coogan,0,Jim Broadbent,0,Cï¿__æ¿ cile De France,0
Jada Pinkett Smith,958663,Will Smith,390828,Joe Morton,99152
Kelly Preston,0,Sean Hayes,333411,Spencer Breslin,5222
Bruce Greenwood,0,Will Smith,390828,Chi McBride,0
Orlando Bloom,150664,Liam Neeson,10699,Philip Glenister,0
Nathan Lane,0,Chazz Palminteri,53802,Jeffrey Jones,1173
Jenifer Lewis,31679,Oprah Winfrey,35874561,Anika Noni Rose,107746
Donald Glover,94057,Matt Damon,0,Benedict Wong,12936
placeholder,0,Mathew Buck,0,placeholder,0
Steve Buscemi,0,Scarlett Johansson,0,Djimon Hounsou,77708
Warren Beatty,2858,Del Zamora,66375,Garry Shandling,577268
Angelina Jolie Pitt,0,Nicolas Cage,11021,Robert Duvall,0
Connie Nielsen,0,Djimon Hounsou,77708,Oliver Reed,0
Frank Grillo,17758,Tom Cruise,6183607,Jessica Capshaw,801538
Rupert Grint,0,Daniel Radcliffe,5726,Emma Watson,23942687
Tobias Menzies,82394,Eva Green,0,Ivana Milicevic,68293
Estella Warren,7204,Cary-Hiroyuki Tagawa,10160,Erick Avari,0
Jenette Goldstein,0,Joe Morton,99152,S. Epatha Merkerson,20450
Christian Bale,56075,Johnny Depp,9107,Stephen Graham,37420
Ruby Dee,0,Denzel Washington,11118,RZA,680710
Tia Carrere,33434,Jamie Lee Curtis,298910,Tom Arnold,146915
Ramon Rodriguez,27532,Denzel Washington,11118,Michael Rispoli,0
Blythe Danner,0,Robert De Niro,12633,Teri Polo,127039
Will Ferrell,14081718,Dwayne Johnson,11000712,Derek Jeter,33189
James Coburn,0,Vanessa Williams,301690,Roma Maffia,0
Christoph Waltz,0,Leonardo DiCaprio,17149411,Ato Essandoh,25281
Jason Alexander,459465,Demi Moore,5281981,Bill Fagerbakke,0
Wendie Malick,35690,Eartha Kitt,0,John Fiedler,0
Sylvester Stallone,2040504,Jason Statham,15853,Bruce Willis,156698
Armando Riesco,0,Nicolas Cage,11021,Annie Parisse,0
Ed Speleers,4664,Djimon Hounsou,77708,Gary Lewis,0
Ryan Corr,15003,Catherine O'Hara,0,Max Records,0
Cara Delevingne,7892619,Hugh Jackman,7722579,Nonso Anozie,9124
Emma Kenney,179054,Josh Hutcherson,2990063,Troy Evans,0
Angelina Jolie Pitt,0,Johnny Depp,9107,Rufus Sewell,14460
Mark Margolis,0,CCH Pounder,25328,Udo Kier,0
Djimon Hounsou,77708,Leonardo DiCaprio,17149463,Stephen Collins,31439
Matthew McConaughey,2386199,Leonardo DiCaprio,17149463,Jon Favreau,451676
Rene Auberjonois,61782,Michael Gough,0,Debi Mazar,210379
Patrick Muldoon,27464,Jake Busey,8495,Seth Gilliam,46753
Jim Sturgess,75662,Tom Hanks,12743341,Jim Broadbent,0
Richard Roxburgh,0,Abbie Cornish,0,Anthony LaPaglia,5443
Christopher Heyerdahl,10328,Frances Conroy,0,Alex Borstein,48169
Rufus Sewell,14460,Dwayne Johnson,11000756,Ingrid Bolsï¿__è˜ù Berdal,0
Martin Short,1677,Joseph Gordon-Levitt,4216330,Michael Wincott,0
Anna Friel,18863,Will Ferrell,14081731,Bobb'e J. Thompson,0
Sylvester Stallone,2040529,Jason Statham,15853,Harrison Ford,25306
Edgar Ramï¿___rez,1096823,Ray Winstone,2543,Delroy Lindo,313
Traylor Howard,0,Jamie Kennedy,123709,Ben Stein,0
Benjamin Walker,13485,Chris Hemsworth,2277809,Frank Dillane,0
Randy Quaid,23835,Rosario Dawson,609543,Burt Young,0
Sean Huze,0,Matt Damon,0,Igal Naor,0
Venus Schultheis,0,Francesca Capaldi,147019,Bill Melendez,0
Felicity Huffman,232419,Ben Gazzara,0,Campbell Scott,5921
Brendan Fraser,564,Dwayne Johnson,11000756,Patricia Velasquez,86420
Liam Neeson,10699,Leonardo DiCaprio,17149463,Jim Broadbent,0
Ni Ni,2158,Christian Bale,56075,Shigeo Kobayashi,0
Zooey Deschanel,6795725,Jeff Bridges,160353,Jon Heder,22774
Matthew Broderick,0,Jon Lovitz,100506,Roger Bart,0
Sam Shepard,0,Ioan Gruffudd,60105,Ewen Bremner,0
Thomas Middleditch,115361,Will Ferrell,14081731,Katherine LaNasa,8626
Bruce Willis,156698,Milla Jovovich,1511073,Gary Oldman,0
Liza Minnelli,0,Chris Noth,5400,Kristin Davis,257113
Rosie Perez,96633,Frank Welker,0,Elton John,604370
Josh Gad,227494,Peter Dinklage,0,Drake,34513688
Derek Jacobi,15487,Hayley Atwell,0,Lily James,0
AJ Michalka,660349,Michael Imperioli,0,Tom McCarthy,15007
Stephen Root,0,Alexander Gould,0,Brad Garrett,0
Billy Boyd,0,Orlando Bloom,150665,Bernard Hill,0
Orlando Bloom,150665,Christopher Lee,3457,Billy Boyd,0
Djimon Hounsou,77708,Jeff Bridges,160353,Olivia Williams,0
Noah Taylor,0,Angelina Jolie Pitt,0,Chris Barrie,0
Morgan Freeman,27647,Johnny Depp,9107,Clifton Collins Jr.,35036
Trevor Morgan,6937,Michael Jeter,0,Alessandro Nivola,3298
David Oyelowo,1922,James Franco,83268,Tyler Labine,31507
Tod Fennell,0,Martin Short,1677,Joan Plowright,0
Cole Hauser,15464,Bruce Willis,156698,Megalyn Echikunwoke,29797
Marc Blucas,0,Dennis Quaid,1283,Jordi Mollï¿__ï¿_ï¿_,0
Craig T. Nelson,0,Holly Hunter,24645,Lou Romano,0
Frank Langella,0,Christopher Masterson,0,Matthew Modine,49587
Rosario Dawson,609543,Logan Lerman,1546352,Steve Coogan,0
Rip Torn,0,Will Smith,390828,Linda Fiorentino,0
John Ratzenberger,120265,Tom Hanks,12743341,Wayne Knight,17858
Rosario Dawson,609543,Denzel Washington,11118,Ethan Suplee,1191997
John Lone,868,Mei Melanï¿__éŒ©on,0,Harris Yulin,0
Amber Valletta,78771,Harrison Ford,25306,Miranda Otto,0
Bobb'e J. Thompson,0,Will Forte,165767,Al Roker,1185944
Maile Flanagan,0,Denis Leary,418326,Kelly Keaton,0
Adrian Martinez,1291,Adam Scott,1265654,Joey Slotnick,209
LL Cool J,144919,Bill Murray,3176,Kelly Lynch,6494
Matt Damon,0,Leonardo DiCaprio,17149463,Ray Winstone,2543
Harvey Fierstein,42006,Ming-Na Wen,522926,June Foray,0
Steve Coogan,0,Robert Downey Jr.,7884554,Brandon T. Jackson,236575
Goran Visnjic,0,Robin Wright,120564,Joely Richardson,0
Aldis Hodge,114018,Bruce Willis,156698,Kevin Chamberlin,324605
Eddie Marsan,66288,Robert Downey Jr.,7884554,Robert Maillet,5642
Ayelet Zurer,723,Morgan Freeman,27647,Moises Arias,385945
Jim Varney,0,Leonard Nimoy,1087849,Cree Summer,41070
Joshua Mikel,3127,Bella Thorne,6562699,Jesse McCartney,833829
Tom Wilkinson,1966,Tom Cruise,6183621,Thomas Kretschmann,0
Sayed Badreya,0,Adam Sandler,2082809,Kevin Nealon,1551689
Adam Sandler,2082809,Peter Dinklage,0,Josh Gad,227494
William Hurt,0,Haley Joel Osment,22299,Kevin Sussman,62418
Rachael Harris,48849,Marsha Thomason,35296,Marc John Jefferies,35677
Tom Skerritt,0,Matthew McConaughey,2386199,Larry King,2804461
Kim Dickens,18560,Greg Grunberg,1493110,Joey Slotnick,209
George Harris,0,Curtiss Cook,0,Michael Wright,3219
Leven Rambin,23561,Logan Lerman,1546352,Brandon T. Jackson,236575
Angelina Jolie Pitt,0,Gerard Butler,449830,Djimon Hounsou,77708
Morgan Freeman,27647,Daniel Radcliffe,6744,Sanaa Lathan,1351614
Michael Byrne,1284,Alun Armstrong,0,Velibor Topic,0
Stephen Dillane,0,Brad Pitt,56075,Catherine McCormack,0
Connie Nielsen,0,Don Cheadle,469818,Kim Delaney,0
Wanda Sykes,243027,Anne Hathaway,5848,Will.i.am,13648958
Oliver Platt,22732,Robin Williams,55829,John Michael Higgins,5829
Anne Heche,8799,Don Cheadle,469818,Gaby Hoffmann,0
Brad Pitt,56075,Harrison Ford,25306,Natascha McElhone,6029
Christian Camargo,14007,Liam Neeson,10699,Lex Shrapnel,0
Reg E. Cathey,0,Tim Blake Nelson,0,Tim Heidecker,498547
Mako,22700,William Smith,5059,Sandahl Bergman,0
Bruce McGill,0,Paddy Considine,93307,Rosemarie DeWitt,0
Nathan Lane,0,Shirley Henderson,0,Richard E. Grant,112478
Michael Angarano,447,Jeff Bridges,160353,Michael O'Neill,5213
Alan Ruck,0,Philip Seymour Hoffman,414,Jami Gertz,0
Vin Diesel,42194,Paul Walker,2638586,Jordana Brewster,690607
Paul Sanchez,3922,Tom Hanks,12743341,Nick Searcy,0
Hugh Jackman,7722579,Robin Williams,55829,Elizabeth Daily,11284
Joan Allen,12168,Matt Damon,0,Oksana Akinshina,0
Gary Oldman,0,Harrison Ford,25306,Dean Stockwell,0
Bernie Mac,0,Brad Pitt,56075,Elliott Gould,998
Logan Lerman,1546352,Milla Jovovich,1511073,Orlando Bloom,150665
Adam Sandler,2082811,Steve Buscemi,0,Jon Lovitz,100507
