Jessica Simpson,7270204,Alice Greczyn,27253,Michael Weston,0
Miranda Otto,0,Nick Stahl,0,Dash Mihok,15259
Olivia Wilde,1832505,Ryan Reynolds,4933429,Mircea Monroe,23234
Gerry Becker,0,Matt Price,0,Tom Dreesen,0
Don Rickles,189557,Robert De Niro,32793,Kevin Pollak,350840
Amber Rose Revah,4345,Kasia Smutniak,0,Rebecca Dayan,0
Mako,22701,Jaime King,238952,Victoria Smurfit,59857
Tony Cox,0,Robert Forster,0,Rob Moran,0
Wanda Sykes,243033,Rob Paulsen,44637,Maurice LaMarche,34034
Jorge Garcia,89593,Matthew Broderick,0,Alia Shawkat,38293
Kristen Stewart,35705,Robert Pattinson,0,Taylor Lautner,0
Chris Miller,43488,Kathleen Freeman,0,Bobby Block,0
Michael Kelly,42332,Matt Damon,0,Jon Stewart,55798
Morgan Freeman,27649,Alan Rickman,57892,Michael Wincott,0
Kelly Preston,0,Tom Cruise,6183678,Bonnie Hunt,72399
Seth MacFarlane,12348251,Mila Kunis,0,Tom Skerritt,0
Yeardley Smith,14469,Lupe Ontiveros,0,Shirley Knight,3735
Philip Seymour Hoffman,414,Robin Williams,55828,Monica Potter,87859
Will Ferrell,14081807,Harrison Ford,25307,Steve Carell,5058263
Adam Sandler,2082813,Steve Buscemi,0,Peter Gallagher,81650
AJ Michalka,660349,Joel Courtney,353527,Zach Mills,0
Albert Finney,0,Julia Roberts,6152,Conchata Ferrell,9934
Adam Goldberg,26480,Matthew McConaughey,2386270,Thomas Lennon,335451
Craig Roberts,33184,Channing Tatum,8692330,Amber Stevens West,39091
Tom Cruise,6183678,Brad Pitt,56074,Kirsten Dunst,477664
Zooey Deschanel,6795673,Bradley Cooper,15381,Danny Masterson,1630413
Thomas Kretschmann,0,Dwayne Johnson,11001110,Megan Park,121450
Liam Aiken,1785,Julia Roberts,6152,Herbert Russell,0
Linda Cardellini,0,Will Ferrell,14081807,Mark L. Young,0
Meryl Streep,3181,Johnny Depp,9107,Anna Kendrick,6127550
James Ransone,0,Denzel Washington,9526,Peter Gerety,0
Deborah Kara Unger,0,Bill Duke,19420,William Devane,0
Joe Don Baker,0,Dylan Walsh,0,Grant Heslov,0
Matt Damon,0,Scarlett Johansson,0,Stephanie Szostak,2497
Ben Mendelsohn,152,Nicolas Cage,11020,Chandler Canterbury,5565
Matthew McConaughey,2386270,Bradley Cooper,15381,Zooey Deschanel,6795673
Gary Cole,0,Naomi Watts,771,Sissy Spacek,0
Emma Stone,79602,Ryan Gosling,2219755,Steve Carell,5058263
Mark Christopher Lawrence,0,Bill Murray,3176,Michael Monks,0
Cheech Marin,128519,Jamie Lee Curtis,298900,Jake Busey,8496
Robin Wright,120564,Philip Seymour Hoffman,414,Brad Pitt,56074
Morgan Freeman,27649,Kevin Spacey,4749301,Rene Russo,0
Nate Parker,48026,Liam Neeson,10699,Scoot McNairy,6179
Billy Brown,3746,Dwayne Johnson,11001110,Tom Everett Scott,12029
Eddie Marsan,66287,Natalie Portman,0,Rupert Graves,0
Anna-Louise Plowman,0,Fann Wong,0,Georgina Chapman,5282
Gemma Jones,0,Bernard Hill,0,Nicola Walker,0
Frank Welker,0,Will Ferrell,14081807,Alexander Gould,0
Thomas Lennon,335451,Scoot McNairy,6179,Cheryl Hines,13802
Jennifer Esposito,56992,Oliver Platt,22734,Conrad Goode,0
Derek Mears,21682,Jeremy Renner,2421798,Ingrid Bolsï¿__è˜ù Berdal,0
Erik Per Sullivan,0,Olivier Martinez,0,Chad Lowe,138388
Emily Wickersham,102820,Alex Pettyfer,24510,Reuben Langdon,0
Amr Waked,4707747,Matt Damon,0,Kayvan Novak,0
James Badge Dale,4443,Toby Stephens,26978,David Costabile,0
Hector Elizondo,0,Channing Tatum,8692330,Ana de la Reguera,1627371
Harrison Ford,25307,Jimmy Bennett,513880,Mary Lynn Rajskub,159305
Mark Margolis,0,Clint Eastwood,42306,Scott Glenn,25122
Demi Moore,5281974,Viggo Mortensen,0,John Michael Higgins,5828
Armin Mueller-Stahl,0,Deborah Kara Unger,0,Charles Martinet,0
Deborah Kara Unger,0,Radha Mitchell,8359,Alice Krige,0
Jon Favreau,451788,Keanu Reeves,63834,Faizon Love,35649
Dania Ramirez,654839,Alyson Hannigan,1147425,Natasha Lyonne,316005
Michael Cudlitz,633087,Kevin Spacey,4749301,Siobhan Fallon Hogan,0
Alycia Debnam-Carey,315941,Matt Walsh,88723,Scott Lawrence,0
Jon Tenney,13602,Louis Lombardi,0,Gilbert R. Hill,0
Robert Picardo,119856,Christopher Lee,3457,Phoebe Cates,0
Robert Duvall,0,Robert Downey Jr.,7884842,Leighton Meester,1944094
Holt McCallany,3582,Armin Mueller-Stahl,0,Marcel Iures,0
Thomas Kretschmann,0,Milla Jovovich,1511081,Mike Epps,3158645
Jim Broadbent,0,Colin Firth,0,Celia Imrie,19385
Sanaa Lathan,1351621,Denzel Washington,9526,John Billingsley,0
Joan Chen,4740,Mike Starr,0,Sven-Ole Thorsen,0
Kristin Davis,257115,Taylor Lautner,0,Taylor Dooley,9536
Virginie Ledoyen,0,Leonardo DiCaprio,17149796,Peter Youngblood Hills,0
Felicity Huffman,232417,Amber Valletta,78771,Spencer Breslin,5223
Ben Miles,48607,Shï¿__è¿© Kosugi,0,Rain,426599
Kelly Preston,0,J.K. Simmons,180,Carmine Giovinazzo,36824
Bruce Alexander,0,David Jason,3571,John Lyons,2843
Rumer Willis,307464,Demi Moore,5281974,Paul Guilfoyle,1496
Judy Greer,88516,Emma Stone,79602,Steve Coogan,0
Jay Mohr,333595,Matt Damon,0,Cï¿__æ¿ cile De France,0
Chris Penn,6798,Ryan Gosling,2219755,Agnes Bruckner,17195
Sylvester Stallone,2040664,Muse Watson,33554,Kelly Rowan,18691
Stephen Walters,21443,Li Gong,0,Richard Brake,0
Tim Matheson,12772,Bruce Willis,156702,Rita Wilson,429087
Chandler Canterbury,5566,J.D. Evermore,2328,Rachel Roberts,0
Harry Connick Jr.,366826,Connie Nielsen,0,Tim Daly,83295
Anjelica Huston,11225,Clint Eastwood,42306,Rick Hoffman,162362
Brï¿___an F. O'Byrne,4159,Naomi Watts,771,Armin Mueller-Stahl,0
Valeria Golino,0,Steve Buscemi,0,Michelle Forbes,4577
Brittany Curran,170969,Grey Damon,31290,Aaron Hill,0
Harry Connick Jr.,366826,Vin Diesel,42268,M. Emmet Walsh,0
Anjelica Huston,11225,Bill Murray,3177,Matthew Gray Gubler,1470867
Donald Watkins,0,Matthew McConaughey,2386360,Jessica Collins,80545
Kate Winslet,5776,Kevin Spacey,4749311,Matt Craven,0
Vanessa Ferlito,0,Christina Milian,1536316,Kelli Garner,0
Common,3558792,Liam Neeson,10699,Bruce McGill,0
Naomi Watts,771,Viggo Mortensen,0,Raza Jaffrey,17424
James Frain,9576,Paul Walker,2638580,Ashley Scott,104926
David Bailie,0,Paul Brooke,0,Rab Affleck,0
Zooey Deschanel,6795602,Natalie Portman,0,James Franco,83264
Gregory Smith,50432,Naomi Watts,771,Sarah Gadon,27019
Blythe Danner,0,Mia Kirshner,48081,William Atherton,0
Lara Flynn Boyle,0,Joe Mantegna,600923,Cynthia Nixon,0
Robert Duvall,0,Gary Oldman,0,Demi Moore,5281924
Ty Burrell,0,Naomi Watts,771,Brooke Smith,6108
Tony Curran,24278,Julie Benz,286585,Grant Bowler,21861
Mo'Nique,142094,Ian Ziering,74176,Edgar Ramï¿___rez,1096956
Chazz Palminteri,53803,Michael Biehn,31008,Linda Fiorentino,0
Logan Lerman,1546342,Gerard Butler,449846,Alison Lohman,0
Zoey Deutch,167270,Alden Ehrenreich,2858,Pruitt Taylor Vince,0
Vincent Schiavelli,0,Robin Williams,55829,Danny Woodburn,3068
Will Ferrell,14081962,Milla Jovovich,1511077,Justin Theroux,0
Andrew Wilson,5914,Morgan Freeman,27657,Willie Nelson,621426
Linda Fiorentino,0,Judy Greer,88516,Garry Shandling,577257
Billy Burke,745972,Nicolas Cage,11021,Katy Mixon,43592
Robin Shou,0,Chris Klein,28374,Josie Ho,0
Jet Li,0,Jason Statham,15853,Delroy Lindo,313
Graham McTavish,134723,Tobias Menzies,82457,Stephen Walters,21443
Gilbert Gottfried,358175,Lauren Holly,51186,David Patrick Kelly,0
Charlie Rowe,50480,Philip Seymour Hoffman,414,Tom Sturridge,0
Jacob Vargas,7885,Michael O'Neill,5213,James Lew,0
Julian Glover,2130,Harrison Ford,25307,Alison Doody,0
Guro Nagelhus Schia,0,Kelly Macdonald,5579,Matthew Macfadyen,0
Sharlto Copley,12990,Hugh Jackman,7731784,Jose Pablo Cantillo,13407
Angelina Jolie Pitt,0,Denzel Washington,9534,Leland Orser,5290
Dwight Yoakam,60752,Kristen Stewart,35705,Mel Rodriguez,65945
Lochlyn Munro,7595,P.J. Soles,0,Steve Bacic,0
Jamie Kennedy,123706,Judy Greer,88516,Mykelti Williamson,4591
Fares Fares,15974,Tom Hardy,28569,Michael Nardone,0
Douglas Haase,0,Corinna Harney,0,Vince Vieluf,0
Jeff Bridges,160376,Kevin Spacey,4749311,Alfre Woodard,25353
Natasha Lyonne,315994,Hugh Jackman,7731784,Bradley Whitford,110481
Frances O'Connor,0,Brendan Fraser,565,Brian Doyle-Murray,0
Bob Hoskins,0,Nicolas Cage,11021,Fred Gwynne,0
Logan Lerman,1546342,Christian Bale,56076,Gretchen Mol,0
Dougray Scott,0,Liam Neeson,10699,Jon Gries,0
Albert Brooks,1168712,Don Cheadle,469957,Keith Hudson,0
Janeane Garofalo,921,Matthew Broderick,0,Andy Dick,156944
Gulshan Grover,98451,Nandita Das,62335,Eric Peterson,3791
Warren Beatty,2858,Charlie Korsmo,0,Seymour Cassel,0
Faye Dunaway,0,Mark Margolis,0,Denis Leary,418391
Adam Garcia,101941,Rosie Perez,96631,Alissa Dean,0
Brian Dennehy,0,Sylvester Stallone,2040948,Chris Mulkey,0
Anatoliy Solonitsyn,0,Donatas Banionis,0,Natalya Bondarchuk,0
George Carlin,8336,Sarah Michelle Gellar,578585,Rob Paulsen,44641
Bronagh Gallagher,6003,Julia Roberts,6153,George Cole,0
Christopher Masterson,0,Julia Roberts,6153,Rupert Everett,0
Rainn Wilson,4392547,Julia Roberts,6153,Larry King,2804437
Maura Tierney,0,Al Pacino,0,Crystal Lowe,9093
Alfre Woodard,25353,LeVar Burton,1970250,Jonathan Frakes,347463
Billy Blair,0,Michael Fassbender,45301,Julia Jones,42886
Matt Damon,0,Denzel Washington,9534,Scott Glenn,25123
Swoosie Kurtz,0,Maura Tierney,0,Randall 'Tex' Cobb,0
Amy Ryan,590,Joseph Gilgun,1774,Olympia Dukakis,1827
Ben Gazzara,0,Laurence Olivier,0,Jacqueline Bisset,0
Elizabeth Perkins,26285,Jonathan Winters,0,Harvey Korman,0
Luke Grimes,0,Liam Neeson,10699,D.B. Sweeney,0
Pamela Anderson,1073891,Regina Hall,26609,Jenny McCarthy,1402687
Wendy Raquel Robinson,368173,Candice Bergen,12089,Heather Burns,0
Brendan Fraser,565,Josh Hutcherson,2990029,Anita Briem,0
Raven-Symonï¿__æ¿ ,0,Anne Hathaway,5848,Hector Elizondo,0
Julia Roberts,6153,Denzel Washington,9534,Tony Goldwyn,487956
Anthony LaPaglia,5443,Bradley Whitford,110481,Brad Renfro,0
Noel Gugliemi,0,Morgan Freeman,27657,Sean Hayes,333474
Polly Walker,141055,Harrison Ford,25307,Patrick Bergin,0
Jane Fonda,693829,Adam Scott,1266088,Elaine Stritch,15993
Jake Gyllenhaal,1860,Hugh Jackman,7731784,Dylan Minnette,26419
Snoop Dogg,16228856,Denzel Washington,9534,Tom Berenger,0
Enrico Colantoni,41474,Alan Rickman,57892,Robin Sachs,0
Veronica Cartwright,0,Natasha Lyonne,315994,Andy Richter,867686
Eric Jacobson,0,Bill Cobbs,0,Steve Whitmire,0
Traci Lords,0,Sanaa Lathan,1351642,Udo Kier,0
Rick Gonzalez,21924,Channing Tatum,8692353,Robert Ri'chard,0
Matt Malloy,0,Sydney Pollack,0,Bruce Altman,0
Eric Stoltz,22698,Frank Welker,0,Kari Wuhrer,0
Tyra Banks,13855948,Adam Garcia,101941,Izabella Miko,14673
Liam Neeson,10699,Colin Firth,0,Kris Marshall,3912
Madeline Kahn,0,Kevin Spacey,4749311,John Ratzenberger,120261
Jason Flemyng,0,Johnny Depp,9107,Ian Richardson,0
Rod Steiger,0,Sylvester Stallone,2040948,Emilio Estefan Jr.,70981
Cheech Marin,128524,Don Johnson,21818,Rene Russo,0
Tom Bosley,0,Lucille Ball,3710,Tim Matheson,12772
Will Ferrell,14081962,Josh Hutcherson,2990029,Robert Duvall,0
Kelly Macdonald,5579,Zooey Deschanel,6795602,Thomas Lennon,335461
Nick Zano,58570,Dania Ramirez,654813,Alice Greczyn,27254
Mike Epps,3158727,Milla Jovovich,1511077,James Tumminia,0
Adam Sandler,2082832,Bella Thorne,6562718,Joel McHale,3812902
Alicia Witt,42639,LL Cool J,144921,Timothy Hutton,87285
Glenn Morshower,1344,Meryl Streep,3181,William Lucking,0
Vincent Kartheiser,0,Steve Coogan,0,David Keith,21937
Shea Whigham,0,Demiï¿__è™‚n Bichir,0,Gary Stretch,0
Valerie Cruz,0,Richard Burgi,0,Will Beinbrink,0
Natalie Imbruglia,126671,Kevin McNally,9025,Ben Miller,144803
Meryl Streep,3181,Nicolas Cage,11021,Julia Roberts,6153
Jï¿___rgen Prochnow,0,Virginia Madsen,75664,Josï¿__æ¿  Ferrer,0
T.V. Carpio,0,Jim Sturgess,75665,Robert Clohessy,0
Kate Winslet,5776,Leonardo DiCaprio,17150238,Joe Komara,0
David Zayas,0,Bruce Willis,156702,Sasha Roiz,94902
Charlotte Rampling,0,Vin Diesel,42268,David Belle,0
Bob Gunton,0,Alexa PenaVega,475361,Keenen Ivory Wayans,21462
Brian Doyle-Murray,0,John de Lancie,43910,Obba Babatundï¿__æ¿ ,0
Carter Jenkins,153820,Malese Jow,0,Tim Meadows,0
Adrien Dorval,0,Costas Mandylor,0,Nels Lennarson,0
Will Ferrell,14081962,Jon Lovitz,100506,Matthew Broderick,0
Jason Cope,0,Wood Harris,13688,Rakie Ayola,0
Treat Williams,0,Cary-Hiroyuki Tagawa,10163,Kristy Swanson,28234
Henry Thomas,6815,Matt Damon,0,Sam Shepard,0
Bob Hoskins,0,Anthony Hopkins,112698,Joan Allen,12167
Olivia Williams,0,Jim Belushi,31588,Timothy Hutton,87285
Jason Flemyng,0,Djimon Hounsou,77711,Wes Studi,0
Omari Hardwick,186857,Joseph Gordon-Levitt,4216487,Laz Alonso,309020
Ye Liu,0,Li Gong,0,Man Li,487780
Charlie Yeung,0,Nicolas Cage,11021,James With,254384
Janeane Garofalo,921,Zooey Deschanel,6795602,Omar Epps,1800131
Giovanna Mezzogiorno,0,Marcela Mar,426714,Unax Ugalde,16710
Clotilde Hesme,0,Pierre Perrier,0,Cï¿__æ¿ line Sallette,0
Ben Gazzara,0,Sam Waterston,0,Nicholas Turturro,0
Tim McInnerny,0,Daniel Kaluuya,0,Togo Igawa,0
Larry Miller,4631,Jerry Stiller,36225,Harvey Fierstein,42010
Scoot McNairy,6179,Clea DuVall,15880,Tate Donovan,0
Daniel Roebuck,0,Harrison Ford,25307,Sela Ward,112509
Dorian Missick,0,Gerard Butler,449846,Peter Greene,0
Brad Pitt,56076,Robert De Niro,32785,Minnie Driver,130295
Julia Nickson,0,Sylvester Stallone,2040948,Martin Kove,0
Demi Moore,5281924,Joseph Gordon-Levitt,4216487,Anne Heche,8798
Dickie Jones,0,Mel Blanc,0,Cliff Edwards,0
Sam Waterston,0,Jeff Bridges,160376,Isabelle Huppert,0
Tony Curran,24278,Sophia Myles,25176,Derek Jacobi,15487
Spencer Wilding,0,Daniel Radcliffe,6745,Daniel Mays,15002
Rob Brown,5913,F. Murray Abraham,0,Michael Nouri,0
Viggo Mortensen,0,Steve Buscemi,0,Elizabeth Perkins,26285
Jet Li,0,Morgan Freeman,27657,Bob Hoskins,0
Lillian Adams,0,Judith Chapman,1548,Chelsea Bond,0
Holly Hunter,24645,Tom Cruise,6183749,Wilford Brimley,0
Charlie Tahan,2893,Augustus Prew,3527,Valerie Tian,0
Tony Goldwyn,487956,Jason Statham,15853,Mini Anden,0
Dax Flame,0,Channing Tatum,8692353,Rob Riggle,1715371
Clarke Peters,0,Julia Roberts,6153,Dylan Moran,38930
Miranda Richardson,0,Imelda Staunton,0,Julia Sawalha,10198
Masi Oka,170970,Philip Seymour Hoffman,414,Debra Messing,373839
Eartha Kitt,0,John Witherspoon,0,Geoffrey Holder,0
William Xifaras,0,Michael Rapaport,151131,Demiï¿__è™‚n Bichir,0
Richard Burton,34980,Martin Landau,0,Roddy McDowall,0
Reggie Lee,69882,Salma Hayek,172876,Charice,929204
Adam Scott,1266088,Morgan Freeman,27657,Bruce Davison,0
Austin Pendleton,0,Jeff Bridges,160376,Mimi Rogers,0
Will Patton,0,Debra Messing,373839,David Eigenberg,84482
Elton John,604402,Bono,1973,Slash,3572734
Talisa Soto,0,Robert Davi,293600,Anthony Zerbe,0
Billy Burke,745972,Gary Oldman,0,Virginia Madsen,75664
Charlize Theron,511300,Robert De Niro,32785,Kelsey Grammer,54660
Fisher Stevens,0,Bob Hoskins,0,Fiona Shaw,0
Jeremy Crutchley,0,Nicolas Cage,11021,Jared Burke,0
Tony Chiu Wai Leung,0,Jet Li,0,Maggie Cheung,0
Debbie Reynolds,88756,Fisher Stevens,0,Patrick Fischler,11329
Randall Park,20542,James Franco,83264,Anders Holm,510079
Dong-gun Jang,0,Tony Cox,0,Jed Brophy,34626
Gavin MacLeod,0,Tim Conway,0,Bob Hastings,0
Dany Boon,0,Omar Sy,2291040,Andrï¿__æ¿  Dussollier,0
Omar Benson Miller,64781,Mekhi Phifer,67071,Evan Jones,0
Youssef Hajdi,0,Jamel Debbouze,6437629,Mï¿__æ¿ lissa Theuriau,0
Rufus Sewell,14462,Heath Ledger,0,Bï¿__æ¿ rï¿__æ¿ nice Bejo,0
Lee Evans,18010,Julian Sands,0,Anthony Chau-Sang Wong,0
Haley Joel Osment,22300,Bruce Willis,156702,Olivia Williams,0
Mandy Gonzalez,17715,Robert Clohessy,0,J. Smith-Cameron,4063
Kevin Pollak,350837,Joel McHale,3812902,JoBeth Williams,0
William Zabka,19956,Martin Kove,0,William Bassett,0
Christian Bale,56076,Jennifer Lawrence,13162,Bradley Cooper,15383
Denis O'Hare,125775,Ryan Reynolds,4934675,Craig T. Nelson,0
Annabeth Gish,47768,Bruce Greenwood,0,Bruce Campbell,435088
Jeffrey Weissman,837,Lea Thompson,126224,Thomas F. Wilson,0
Morgan Freeman,27657,Scarlett Johansson,0,Amr Waked,4708270
Luke Grimes,0,Jennifer Ehle,3048,Callum Rennie,0
Salma Hayek,172876,Sylvester Stallone,2040948,Alexa PenaVega,475361
Matthew McConaughey,2386360,Kevin Spacey,4749311,Oliver Platt,22735
Alyson Stoner,333326,Tom Welling,0,Bonnie Hunt,72397
Scott Elrod,11705,Jerry Ferrara,270520,Dan Bilzerian,1441996
Lori Petty,43247,Tom Hanks,12745166,Rosie O'Donnell,0
Frances O'Connor,0,Javier Botet,6337,Robin Atkin Downes,0
Dustin Fitzsimons,0,Andrew Garfield,0,Marcella Lentz-Pope,0
Sabrina Revelle,0,Carmen Perez,28448,Sachiko Ishida,0
Carmen Electra,393875,Beau Mirchoff,346692,Regina Hall,26609
Roger Jackson,29086,Kelly Rutherford,144767,Nancy O'Dell,951075
Jeffrey Weissman,837,Lea Thompson,126225,Thomas F. Wilson,0
Alison Brie,854048,Will Ferrell,14081985,Craig T. Nelson,0
Anthony Hopkins,112704,Keanu Reeves,63832,Gary Oldman,0
Mary Lynn Rajskub,159335,Meryl Streep,3181,Vanessa Ferlito,0
Christopher Meloni,0,Harrison Ford,25307,Nicole Beharie,0
Matt Damon,0,Philip Seymour Hoffman,414,Jack Davenport,0
Kathleen Turner,0,Bill Murray,3177,Rob Riggle,1715366
Bruce Greenwood,0,Paul Walker,2638582,Wendy Crewson,0
Anne Hathaway,5848,Robert De Niro,32785,Rene Russo,0
Nadine Velazquez,25022,Olivia Munn,818347,Bruce McGill,0
Terry Kinney,0,Wes Studi,0,Eric Schweig,0
Curtis Armstrong,97751,Bokeem Woodbine,0,Harry Lennix,29435
Powers Boothe,0,Rosario Dawson,609556,Jason Douglas,0
Edgar Ramï¿___rez,1096970,Dennis Quaid,1283,William Hurt,0
Jon Favreau,452084,J.K. Simmons,180,Jane Curtin,0
Bruce McGill,0,Jason Alexander,459468,Susan Ward,0
Jay O. Sanders,0,Sally Kirkland,0,Cheryl Penland,0
Nia Long,851616,Chloï¿__é”‘ Grace Moretz,0,Marisol Nichols,20216
Brad Pitt,56076,J.K. Simmons,180,Julia Roberts,6153
Jack O'Connell,1474,Finn Wittrock,116946,Alex Russell,1317
Hunter Parrish,110085,Matthew Perry,1148791,Thomas Lennon,335462
Kate Upton,2296351,Don Johnson,21818,David Thornton,3827
Andrew Fiscella,0,Krista Allen,258519,Shantel VanSanten,213629
Mark Rylance,0,Tom Hanks,12745289,Amy Ryan,590
David Keith,21938,Joaquim de Almeida,0,Sam Jaeger,50467
Mario Lopez,1264663,Pink,29250174,Lino Facioli,0
Nick Cannon,5218057,Lisa Ann Walter,13018,Omar Benson Miller,64782
Denis Leary,418400,Kirsten Dunst,477666,Robert Picardo,119862
Frank Welker,0,Michael Jai White,994258,Miko Hughes,0
James Frain,9576,Henry Cavill,12118,Michael Wincott,0
Margarita Levieva,0,Matthew McConaughey,2386384,Frances Fisher,22669
Frank Langella,0,Liam Neeson,10699,Aidan Quinn,0
Hugh Jackman,7732566,Christian Bale,56076,Scarlett Johansson,0
Christoph Waltz,0,Kevin Spacey,4749314,Lindsay Sloane,0
Paul Scheer,849682,Brendan Fraser,565,Jonathan Morgan Heit,0
Dalia Hernï¿__è™‚ndez,0,Rudy Youngblood,0,Jonathan Brewer,0
Desmond Llewelyn,0,Joe Don Baker,0,Art Malik,0
Alice Braga,0,Topher Grace,71529,Derek Mears,21682
Debra Winger,0,Brian Dennehy,0,Roscoe Lee Browne,0
Charles S. Dutton,0,Johnny Depp,9108,Timothy Hutton,87287
Dylan Walsh,0,Keanu Reeves,63832,Ebon Moss-Bachrach,0
Deneen Tyler,0,Gena Rowlands,0,Joy Bryant,19645
Odeya Rush,64975,Jennifer Garner,5485,Common,3558809
Beau Garrett,0,Busy Philipps,269277,Kevin Sussman,62424
Steve Schirripa,0,Johnny Cannizzaro,60273,Scott Vance,0
Dean Stockwell,0,Matt Damon,0,Virginia Madsen,75664
Charles S. Dutton,0,Robert Downey Jr.,7885330,Bernard Hill,0
Morgan Freeman,27659,Anthony Hopkins,112704,Matthew McConaughey,2386384
Josï¿__æ¿  Wilker,0,Lorraine Bracco,57730,Sean Connery,4546
Johnny Lewis,17348,Sam Trammell,180310,Ian Whyte,2333
John Larroquette,5738,Macaulay Culkin,0,Jonathan Hyde,26098
Sam Trammell,180310,J.K. Simmons,180,Elaine Stritch,15993
Scott Porter,105643,Brad Garrett,0,Haley Bennett,0
Nelson Ascencio,0,Bobby Lee,91426,Jeremy Owen,0
Tom Virtue,0,Miriam Margolyes,0,Julene Renee,0
Aimee Teegarden,76400,Alison Brie,854048,Shenae Grimes-Beech,0
Chris Bauer,22451,Nicolas Cage,11021,Anthony Heald,0
Kevin Dillon,0,Michael Wincott,0,Kathleen Quinlan,0
Randall Park,20541,James Wilcox,77038,Nat Faxon,8466
Celia Weston,0,Adam Arkin,0,Jesse James,162717
Jacqueline MacInnes Wood,0,Emma Bell,80191,Courtney B. Vance,24085
Burt Young,0,Jeanne Tripplehorn,278,Vincent Pastore,0
Haley Joel Osment,22300,Kevin Spacey,4749314,Angie Dickinson,0
KaDee Strickland,89459,Jimmy Fallon,44956805,Ione Skye,6303
Melissa Altro,0,Bruce Dinsmore,0,Daniel Brochu,0
Shaun Weiss,0,Lisa Ann Walter,13018,Matt Walsh,88725
Charlize Theron,511299,Liam Neeson,10699,Seth MacFarlane,12349817
Peter Boyle,0,Jonathan Winters,0,John Kapelos,0
Thomas Horn,0,Tom Hanks,12745289,Stephen Henderson,0
Patti D'Arbanville,0,Noah Bean,25140,Vanessa Aspillaga,0
Bill Duke,19420,50 Cent,9013664,Marc John Jefferies,35676
Cary-Hiroyuki Tagawa,10163,Michael Biehn,31006,Anne Archer,0
David Fine,0,Rosario Dawson,609556,Jesse L. Martin,0
Jimmy Smits,0,Rufus Sewell,14462,Angela Bettis,0
Valerie Perri,0,Oliver Hudson,51881,Carlease Burke,2699
Temuera Morrison,0,Marlon Brando,5364,Marco Hofschneider,0
Justin Chambers,433348,Catherine Deneuve,1272,Stephen Rea,0
Scarlett Johansson,0,Natalie Portman,0,Benedict Cumberbatch,1290
Charlize Theron,511299,Keanu Reeves,63832,Frank Langella,0
Andrea Frankle,0,Stephen Rea,0,William Ragsdale,0
David Carradine,0,Robert De Niro,32785,David Proval,0
Cliff Robertson,999,Ed Begley Jr.,37649,Lillo Brancato,0
Callum Blue,3353,Jordi Mollï¿__ï¿_ï¿_,0,Jesse Borrego,0
Jaleel White,115300,Gary Oldman,0,Eric Idle,341758
James Franco,83264,Robert De Niro,32785,John Doman,0
Nathan Lane,0,Mira Sorvino,31425,Steven Weber,58773
Jay Hernandez,0,Dane Cook,3463290,Christina Milian,1536313
Martin Landau,0,Al Pacino,0,Bridget Fonda,0
Elizabeth Berkley,129212,Bobbie Phillips,0,Robert Davi,293600
Shirley Henderson,0,Kirsten Dunst,477666,Rip Torn,0
Michael Rapaport,151127,Nicolas Cage,11021,Philip Baker Hall,0
Miranda Richardson,0,Sylvester Stallone,2041001,Lauren Lee Smith,12121
Geraldine Chaplin,0,Naomi Watts,771,Oaklee Pendergast,0
Warren Beatty,2858,Carol Kane,0,Isabelle Adjani,0
Meryl Streep,3181,Bill Murray,3177,Helen McCrory,139512
Stockard Channing,0,Angelina Jolie Pitt,0,James Gammon,0
Michael McKean,165913,Richard Epcar,0,Patricia Heaton,347244
Jamel Debbouze,6437660,Mathieu Kassovitz,3439,Isabelle Nanty,0
Bob Saget,2516685,Mary-Kate Olsen,5989,Riley Smith,25586
Nia Long,851616,Omar Epps,1800131,Jane Krakowski,0
Tim Blake Nelson,0,Ted Danson,5164,Andrew Daly,0
Treat Williams,0,Alexa PenaVega,475363,Jonathan Jackson,158170
Jeffrey Combs,0,Natascha McElhone,6031,Udo Kier,0
Salma Hayek,172876,Josh Hutcherson,2990024,Patrick Fugit,0
Spencer Wilding,0,Daniel Radcliffe,6745,Daniel Mays,15002
Amber Valletta,78770,Justin Theroux,0,Harvey Fierstein,42010
Sean Hayes,333486,Bernie Mac,0,Mike Epps,3158738
Jason Robards,0,M. Emmet Walsh,0,Anne Archer,0
Daniel von Bargen,0,Michael Jai White,994258,Xander Berkeley,20322
Dennis Quaid,1283,Norman Reedus,3504428,Eddie Rouse,0
Mekhi Phifer,67072,Gary Dourdan,0,Tim Guinee,6599
Bridgette Wilson-Sampras,0,Rufus Sewell,14462,Rupert Graves,0
Matt Ross,6265,Bridgette Wilson-Sampras,0,John Aylward,0
Benedict Wong,12942,Chris Evans,5140964,Troy Garity,6678
Lou Saliba,0,John Gatins,0,Greg Collins,0
Anne Bancroft,0,Eric Idle,341758,Kelly Ripa,1603393
Mark Rylance,0,Ray Winstone,2540,Jasmine Trinca,0
Sophie Okonedo,0,Alex Pettyfer,24517,Ashley Walters,107673
Aaron Yoo,10145,Sarah Roemer,10772,Jose Pablo Cantillo,13407
Fisher Stevens,0,Angelina Jolie Pitt,0,Lorraine Bracco,57730
Zan Marolt,0,James Brolin,0,Ljubomir Kerekes,0
Bill Cobbs,0,Jennifer Jason Leigh,0,John Mahoney,0
