ROI,movie_title,plot,plot_sentiment_score,plot_keywords,genre,release_date,duration,director_name,actor_1,actor_1_followers,actor_2,actor_2_followers,actor_3,actor_3_followers,IMDB_Score,num_IMDB_reviews,metacritic_score,budget,gross,language,country,rating,aspect_ratio
?,Emma,Emma Woodhouse seems to be perfectly content a loving father whom she cares for friends and a home. But Emma has a terrible habit - matchmaking. She cannot resist finding suitors for her...,1,friendship|love triangle|matchmaker|naivety|opposites attract,Comedy Drama Romance,24-Jan-10,240,?,Romola Garai,0,Blake Ritson,0,Rupert Evans,8052,8.2,10915,?,?,?,English,UK,?,1.78
?,Videodrome,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,1,cyberpunk|hallucination|illegality|snuff film|surrealism,Horror Sci-Fi Thriller,4-Feb-83,87,David Cronenberg,Debbie Harry,215987,Leslie Carlson,0,Reiner Schwarz,0,7.3,63254,60,5952000,?,English,Canada,R,1.85
-0.26,L'auberge espagnole,A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together they speak the international language of love and friendship.,2,apartment|erasmus|language|student|trip,Comedy Drama Romance,20-Jun-03,122,CÃ©dric Klapisch,Romain Duris,0,CÃ©cile De France,0,Iddo Goldberg,8943,7.3,35087,65,5300000,5300000,French,France,R,1.85
-1,Song One,A young woman strikes up a relationship with her ailing brother's favorite musician.,3,musician|number in title|recording|sibling,Drama Music,22-Jan-15,86,Kate Barker-Froyland,Anne Hathaway,5849,Shawn Parsons,0,Li Jun Li,9852,5.8,7316,48,6000000,6000000,English,USA,PG-13,?
-0.36,Murder by Numbers,Two gifted high school students execute a perfect murder - then become engaged in an intellectual contest with a seasoned homicide detective.,3,disposing of a dead body|high school student|murder|sociopath|teenage boy,Crime Mystery Thriller,19-Apr-02,115,Barbet Schroeder,Ryan Gosling,2220298,Chris Penn,6799,Agnes Bruckner,17184,6.1,44651,50,50000000,50000000,English,USA,R,1.85
-0.86,Winter in Wartime,In the Nazi-occupied Netherlands a teenage boy gets involved in the Dutch Resistance after coming to the aid of a wounded RAF pilot.,1,horse|nazi|occupation|resistance movement|uncle nephew relationship,Drama History War,27-Nov-08,103,Martin Koolhoven,Yorick van Wageningen,0,Tygo Gernandt,0,Martijn Lakemeier,0,7,10178,66,4000000,4000000,Dutch,Netherlands,R,2.35
?,Freaky Deaky,Set in 1974 a pair of '60s radicals rely on their bomb-making skills on their way to becoming capitalists.,1,black panties|bomb squad|car bomb|dynamite|girl in panties,Comedy Crime Thriller,22-Apr-12,90,Charles Matthau,Billy Burke,745961,Michael Jai White,994265,Bill Duke,19423,6.5,6795,?,6000000,?,English,USA,R,?
?,The Train,In 1944 a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo.,2,art|french|german|painting|train,Thriller War,7-Mar-65,133,John Frankenheimer,Jeanne Moreau,0,Paul Scofield,0,Michel Simon,0,7.9,10638,?,6700000,?,English,France,UNRATED,1.66
?,Trade of Innocents,A couple grieving the loss of their own daughter set out to rescue young girls sold into the sex slave trade.,1,angkor wat|human trafficking|sex slavery|sex tourism,Drama Thriller,28-Sep-12,88,Christopher M. Bessette,Mira Sorvino,31440,John Billingsley,0,Trieu Tran,0,5.4,774,29,?,?,English,USA,PG-13,2.35
-0.94,The Protector,A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective Kham must take on all comers including a gang led by an evil woman and her two deadly bodyguards.,1,die hard scenario|elephant|long take|police|sydney australia,Action Crime Drama,8-Sep-06,111,Prachya Pinkaew,Jon Foo,1357,Nathan Jones,20651,Johnny Nguyen,0,7.1,30917,52,200000000,200000000,Thai,Thailand,R,1.85
?,Stiff Upper Lips,Aunt Agnes vainly tries to force Emily to marry boring Cedric by taking them to Italy and India hoping that Emily will forget about the handsome George.,1,class conflict|edwardian era|england|sexual awakening|spoof,Comedy,12-Jun-98,94,Gary Sinyor,Sean Pertwee,91672,Frank Finlay,0,Samuel West,34464,6.4,875,?,?,?,English,UK,R,1.85
?,The Inbetweeners,Follows four friends and their antics during their final years of school.,2,black comedy|bully|friend|house|practical joke,Comedy,25-Jan-10,25,?,Simon Bird,3054,Belinda Stewart-Wilson,0,James Buckley,359942,8.4,59708,?,?,?,English,UK,TV-14,16
8.3,Bend It Like Beckham,The daughter of orthodox Sikh rebels against her parents' traditionalism and joins a football team.,2,hinduism|marriage engagement|soccer|team|tradition,Comedy Drama Romance,1-Aug-03,112,Gurinder Chadha,Archie Panjabi,29895,Parminder Nagra,0,Anupam Kher,8527506,6.7,91812,66,3500159,3500159,English,UK,PG-13,1.85
-0.45,Sunshine State,A woman and her new husband returns to her hometown roots in coastal northern Florida and must deal with family business and encroaching real estate development.,3,african american|business|coastline|florida|real estate,Drama Romance,12-Jul-02,141,John Sayles,Miguel Ferrer,26739,Edie Falco,0,Timothy Hutton,87282,6.9,3460,69,5600000,5600000,English,USA,PG-13,1.85
0.25,Crossover,A naturally talented basketball player Noah Cruise is determined to become a doctor using his basketball scholarship to UCLA pre-med rather than succumb to the lure of former sports agent...,3,african american|basketball|basketball movie|critically bashed|tv commercial,Action Sport,1-Sep-06,95,Preston A. Whitmore II,Wesley Jonathan,51714,Wayne Brady,310559,Eva Marcille,257712,2.1,8763,30,5600000,5600000,English,USA,PG-13,1.85
?,Khiladi 786,The underachieving son of a marriage bureau owner attempts to marry a don's daughter to a supposed police officer in an effort to prove his worth to his father.,1,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,Action Comedy Drama,7-Dec-12,141,Ashish R. Mohan,Asin,0,Mithun Chakraborty,0,Johnny Lever,29271,4.3,4788,?,?,?,Hindi,India,NOT RATED,?
-1,[Rec] 2,In order to ascertain the current situation inside a supposed medical officer and a GEO team step into the quarantined and ill-fated apartment building.,2,apartment|apartment building|blood sample|crucifix|zombie,Horror,2-Oct-09,85,Jaume BalaguerÃ_,Jonathan D. Mellor,0,Pablo Rosso,0,Andrea Ros,0,6.6,57593,52,5600000,5600000,Spanish,Spain,R,1.85
?,Standing Ovation,About a group of friends competing in a national tween music video contest. Enter a world of hilarious adventures original songs and never before seen dance routines. You will be left believing in the power of childhood dreams.,3,dance|dream|frog|philadelphia pennsylvania|snake,Musical,16-Jul-10,105,Stewart Raffill,Kayla Jackson,0,Alexis Biesiada,0,Kayla Raparelli,0,3.4,564,22,?,?,English,USA,PG,?
28.02,The Sting,In Chicago in September 1936 a young con man seeking revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.,1,con|con man|courier|long con|murder,Comedy Crime Drama,25-Dec-73,129,George Roy Hill,Eileen Brennan,0,Robert Shaw,10346,Ray Walston,0,8.3,183938,?,5500000,5500000,English,USA,PG,1.85
9.69,Chariots of Fire,Two British track athletes one a determined Jew and the other a devout Christian compete in the 1924 Olympics.,3,athlete|jew|missionary|olympic games|race,Biography Drama Sport,9-Apr-82,125,Hugh Hudson,Alice Krige,0,Ben Cross,5571,John Gielgud,0,7.2,42001,?,5500000,5500000,English,UK,PG,1.85
8.16,Diary of a Mad Black Woman,A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.,3,comic relief|diary|kiss|madea series|state flag,Comedy Drama Romance,25-Feb-05,116,Darren Grant,Cicely Tyson,18559,Kimberly Elise,97248,Tamara Taylor,198638,5.7,10810,36,5500000,5500000,English,USA,PG-13,1.85
5.51,Shine,Pianist David Helfgott driven by his father and teachers has a breakdown. Years later he returns to the piano to popular if not critical acclaim.,1,abuse|australia|concert|pianist|piano,Biography Drama Music,14-Feb-97,105,Scott Hicks,Noah Taylor,0,Armin Mueller-Stahl,0,Nicholas Bell,0,7.7,44176,87,5500000,5500000,English,Australia,PG-13,1.85
7.16,Don Jon,A New Jersey guy dedicated to his family friends and church develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.,4,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,Comedy Drama Romance,27-Sep-13,90,Joseph Gordon-Levitt,Joseph Gordon-Levitt,4216953,Scarlett Johansson,0,Tony Danza,44970,6.6,196270,66,3000000,3000000,English,USA,R,2.35
?,High Plains Drifter,A gunfighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.,1,gravestone|gunfighter|outlaw|revenge|small town,Mystery Western,22-Aug-73,105,Clint Eastwood,Clint Eastwood,42312,Richard Bull,0,John Hillerman,0,7.6,38310,?,5500000,?,English,USA,R,2.35
-0.11,Ghost World,With only the plan of moving in together after high school two unusually devious friends seek direction in life. As a mere gag they respond to a man's newspaper ad for a date only to find it will greatly complicate their lives.,1,art class|diner|friend|graduation|high school,Comedy Drama,21-Sep-01,111,Terry Zwigoff,Scarlett Johansson,0,Steve Buscemi,0,T.J. Thyne,0,7.4,98882,88,7000000,7000000,English,USA,R,1.85
-0.77,Iris,True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley from their student days through her battle with Alzheimer's disease.,1,alzheimer's disease|book|love|novelist|writer,Biography Drama Romance,29-Mar-02,91,Richard Eyre,Kate Winslet,5778,Jim Broadbent,0,Kris Marshall,3912,7.1,15112,76,5500000,5500000,English,UK,R,1.85
?,Galaxina,Main Plot: Crew of interstellar police ship is sent to recover a mysterious crystal the Blue Star. Subplots: The ship's female android and a crew member fall in love. Alien is spoofed as ...,1,alien|android|fem bot|female android|stars,Comedy Sci-Fi,6-Jun-80,95,William Sachs,Stephen Macht,0,Avery Schreiber,0,Angelo Rossitto,0,3.5,2006,?,?,?,English,USA,R,2.35
-0.34,The Chorus,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,3,boarding school|boy|choir|school|teacher,Drama Music,17-Mar-04,97,Christophe Barratier,Jean-Baptiste Maunier,0,FranÃ§ois BerlÃ©and,0,GÃ©rard Jugnot,0,7.9,45725,56,5500000,5500000,French,France,PG-13,2.35
0.25,Mambo Italiano,The son of Italian immigrants to Canada struggles to find the best way to reveal to his parents that he's gay.,3,gay|immigrant|italian|police|police officer,Comedy Drama Romance,19-Sep-03,99,Ã‰mile Gaudreault,Paul Sorvino,0,Luke Kirby,0,Claudia Ferri,0,6.7,5657,41,5000000,5000000,English,Canada,R,1.85
-0.79,Wonderland,In the police investigation of a brutal crime scene one man was at the center of it all: legendary porn star John Holmes.,1,murder|police|police investigation|porn star|robbery,Crime Drama Mystery,24-Oct-03,104,James Cox,Alexis Dziena,0,Louis Lombardi,0,Franky G,0,6.6,19038,43,5000000,5000000,English,USA,R,1.85
3.24,Do the Right Thing,On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn everyone's hate and bigotry smolders and builds until it explodes into violence.,2,black militant|frustration|pizza|pizza parlor|pizzeria,Comedy Drama,21-Jul-89,120,Spike Lee,Ruby Dee,0,John Savage,0,Danny Aiello,0,7.9,61843,91,6500000,6500000,English,USA,R,1.85
-0.99,Harvard Man,A basketball player strikes a deal with the mob to fix a basketball game.,3,basketball|cheerleader|college|harvard|philosophy,Comedy Crime Drama,1-Aug-01,99,James Toback,Sarah Michelle Gellar,578903,Eric Stoltz,22700,Joey Lauren Adams,5276,4.9,3804,49,5500000,5500000,English,USA,R,2.35
-0.84,Le Havre,When an African boy arrives by cargo ship in the port city of Le Havre an aging shoe shiner takes pity on the child and welcomes him into his home.,1,bar|container|illegal immigrant|neighbor|shoe shiner,Comedy Drama,8-Sep-11,93,Aki KaurismÃ_ki,Jean-Pierre LÃ©aud,0,Kati Outinen,0,Jean-Pierre Darroussin,0,7.2,15782,82,3850000,3850000,French,Finland,NOT RATED,1.85
?,Irreversible,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.,1,long take|male frontal nudity|revenge|reverse chronology|vengeance,Crime Drama Mystery,22-May-02,97,Gaspar NoÃ©,Philippe Nahon,0,Albert Dupontel,0,Jo Prestia,0,7.4,91061,51,?,?,French,France,NOT RATED,2.35
-1,R100,An ordinary man with an ordinary life joins a mysterious club. The membership lasts for one year only and there is one rule: no cancellation under any circumstance. The man enters into a ...,1,coma|one word title|spitting|sushi|swimming pool,Comedy Drama,23-Jan-15,99,Hitoshi Matsumoto,Lindsay Kay Hayward,0,Hitoshi Matsumoto,875,Shinobu Terajima,0,6,1767,57,5500000,5500000,Japanese,Japan,UNRATED,1.85
?,Rang De Basanti,The story of six friends who help an English filmmaker create a documentary about Indian freedom struggle. During filming this group of friends learn about those before them and the importance of fighting for their rights.,2,freedom|friend|india|student|urination,Comedy Drama History,26-Jan-06,157,Rakeysh Omprakash Mehra,Anupam Kher,8527506,Steven Mackintosh,0,Madhavan,1911145,8.3,76381,?,?,?,Hindi,India,NOT RATED,2.35
?,Animals,ANIMALS tells the story of Jude and Bobbie: a young couple that exist somewhere between homelessness and the fantasy of their imaginations. Though they masterfully con and steal in an ...,3,drug addict|drug addiction|drug use|drugs|junkie,Drama,15-May-15,90,Collin Schiffli,Kim Shaw,9627,John Heard,6377,David Dastmalchian,4114,6.2,667,71,?,?,English,USA,?,2.35
-1,Salvation Boulevard,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,1,cross|doused with gasoline|pastor|security guard|shower,Action Comedy Drama,15-Jul-11,96,George Ratliff,Jim Gaffigan,2879178,Cree Kelly,0,Mike Eshaq,0,5.3,3841,35,9000000,9000000,English,USA,R,1.85
-0.85,The Ten,Ten stories each inspired by one of the ten commandments.,3,death|mexico|sabbath|surgeon|ten stories,Comedy Romance,25-Apr-08,96,David Wain,Jon Hamm,0,Ken Marino,125059,Ron Silver,0,5,15460,50,5250000,5250000,English,USA,R,1.85
?,A Room for Romeo Brass,Two twelve-year-old boys Romeo and Gavin undergo an extraordinary test of character and friendship when Morell a naive but eccentric and dangerous stranger comes between them. Morell ...,2,betrayal|family relationships|friendship|psychosis|stranger,Comedy Drama,4-Feb-00,90,Shane Meadows,Bob Hoskins,0,Paddy Considine,93305,Shane Meadows,0,7.7,4520,65,?,?,English,UK,R,1.85
-0.96,Headhunters,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,3,art thief|male frontal nudity|male nudity|male star appears nude|painting,Crime Drama Thriller,26-Aug-11,100,Morten Tyldum,Aksel Hennie,0,SynnÃ¸ve Macody Lund,0,Julie R. Ã˜lgaard,0,7.6,82188,72,30300000,30300000,Norwegian,Norway,R,2.39
?,Grabbers,When an island off the coast of Ireland is invaded by bloodsucking aliens the heroes discover that getting drunk is the only way to survive.,1,bathtub|eaten alive|ferry boat|lobster trap|sprinkler system,Comedy Horror Sci-Fi,10-Aug-12,94,Jon Wright,Russell Tovey,250809,Richard Coyle,0,Bronagh Gallagher,6004,6.3,13839,62,4000000,?,English,UK,NOT RATED,2.35
